latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,36.0,10800,Europe/Istanbul,GMT+3
time,precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),weather_code (wmo code),temperature_2m_mean (°C),wind_speed_10m_max (km/h)
2024-01-19,10.10,10.10,0.00,6.0,63,14.3,43.1
2024-01-20,20.60,20.60,0.00,16.0,63,8.5,34.4
2024-01-21,5.00,5.00,0.00,9.0,53,5.3,33.8
2024-01-22,0.20,0.20,0.00,2.0,51,5.3,29.1
2024-01-23,0.00,0.00,0.00,0.0,2,5.2,18.1
2024-01-24,0.10,0.10,0.00,1.0,51,5.5,19.8
2024-01-25,1.30,1.30,0.00,2.0,55,6.0,24.2
2024-01-26,2.70,2.70,0.00,6.0,61,5.9,18.3
2024-01-27,5.00,5.00,0.00,8.0,61,5.0,19.7
2024-01-28,1.50,1.50,0.00,6.0,53,4.6,23.1
2024-01-29,4.40,4.10,0.21,19.0,71,3.5,25.3
2024-01-30,2.80,2.60,0.14,13.0,71,4.0,34.5
2024-01-31,0.30,0.30,0.00,3.0,51,5.5,31.8
2024-02-01,0.00,0.00,0.00,0.0,3,5.7,17.8
2024-02-02,0.20,0.20,0.00,2.0,51,5.0,15.9
2024-02-03,0.00,0.00,0.00,0.0,3,5.6,15.3
2024-02-04,0.30,0.30,0.00,2.0,51,7.8,22.8
2024-02-05,0.00,0.00,0.00,0.0,3,10.5,27.1
2024-02-06,0.00,0.00,0.00,0.0,2,11.8,20.3
2024-02-07,0.00,0.00,0.00,0.0,3,12.6,27.8
2024-02-08,0.40,0.40,0.00,3.0,51,13.6,28.0
2024-02-09,0.00,0.00,0.00,0.0,3,12.3,23.4
2024-02-10,0.00,0.00,0.00,0.0,3,13.6,31.9
2024-02-11,0.00,0.00,0.00,0.0,3,14.5,33.1
2024-02-12,3.40,3.40,0.00,11.0,53,13.5,21.2
2024-02-13,3.40,3.40,0.00,7.0,55,10.5,18.6
2024-02-14,0.70,0.70,0.00,5.0,51,7.9,27.5
2024-02-15,13.90,13.90,0.00,22.0,61,6.9,27.0
2024-02-16,6.20,6.20,0.00,14.0,61,7.2,18.9
2024-02-17,0.20,0.20,0.00,2.0,51,6.8,20.6
2024-02-18,0.00,0.00,0.00,0.0,3,6.1,14.8
2024-02-19,0.00,0.00,0.00,0.0,3,6.3,16.3
2024-02-20,0.00,0.00,0.00,0.0,2,5.6,16.4
2024-02-21,0.00,0.00,0.00,0.0,3,5.8,12.5
2024-02-22,0.00,0.00,0.00,0.0,3,6.6,10.2
2024-02-23,0.00,0.00,0.00,0.0,3,9.5,18.5
2024-02-24,0.00,0.00,0.00,0.0,0,12.4,20.0
2024-02-25,0.00,0.00,0.00,0.0,3,12.5,12.5
2024-02-26,0.00,0.00,0.00,0.0,3,11.3,16.3
2024-02-27,0.00,0.00,0.00,0.0,3,9.0,16.6
2024-02-28,0.00,0.00,0.00,0.0,3,8.7,15.3
2024-02-29,0.00,0.00,0.00,0.0,3,9.4,19.5
2024-03-01,0.00,0.00,0.00,0.0,3,9.6,19.2
2024-03-02,0.00,0.00,0.00,0.0,3,9.3,14.6
2024-03-03,0.60,0.60,0.00,3.0,51,8.1,14.1
2024-03-04,0.00,0.00,0.00,0.0,3,8.5,10.4
2024-03-05,1.90,1.90,0.00,6.0,55,10.0,13.3
2024-03-06,1.70,1.70,0.00,8.0,53,8.2,18.1
2024-03-07,0.00,0.00,0.00,0.0,3,7.2,16.1
2024-03-08,16.10,16.10,0.00,22.0,61,6.5,18.6
2024-03-09,2.80,2.80,0.00,9.0,53,6.4,15.6
2024-03-10,0.00,0.00,0.00,0.0,3,6.1,13.3
2024-03-11,0.00,0.00,0.00,0.0,3,10.6,12.2
2024-03-12,4.80,4.80,0.00,6.0,61,12.7,17.7
2024-03-13,9.10,9.10,0.00,10.0,61,11.3,23.8
2024-03-14,1.60,1.60,0.00,5.0,53,9.7,15.0
2024-03-15,5.90,5.90,0.00,13.0,61,8.0,16.8
2024-03-16,0.30,0.30,0.00,3.0,51,7.4,13.7
2024-03-17,0.00,0.00,0.00,0.0,3,8.0,16.2
2024-03-18,0.00,0.00,0.00,0.0,2,7.8,12.7
2024-03-19,0.10,0.10,0.00,1.0,51,9.9,21.2
2024-03-20,6.10,6.10,0.00,15.0,61,6.4,26.6
2024-03-21,0.40,0.40,0.00,2.0,51,5.8,14.1
2024-03-22,3.40,3.30,0.07,9.0,71,5.9,22.5
2024-03-23,0.00,0.00,0.00,0.0,3,6.7,13.1
2024-03-24,0.00,0.00,0.00,0.0,3,9.2,19.7
2024-03-25,8.70,8.70,0.00,9.0,63,10.4,34.7
2024-03-26,0.00,0.00,0.00,0.0,3,9.8,17.1
2024-03-27,6.20,6.20,0.00,8.0,63,14.2,15.0
2024-03-28,1.30,1.30,0.00,2.0,55,16.2,23.0
2024-03-29,0.00,0.00,0.00,0.0,1,14.5,14.2
2024-03-30,0.00,0.00,0.00,0.0,3,16.6,10.7
2024-03-31,0.00,0.00,0.00,0.0,3,15.9,14.1
2024-04-01,0.00,0.00,0.00,0.0,3,16.5,15.0
2024-04-02,0.00,0.00,0.00,0.0,3,17.6,16.6
2024-04-03,0.00,0.00,0.00,0.0,3,15.3,22.3
2024-04-04,0.00,0.00,0.00,0.0,3,14.1,16.4
2024-04-05,0.00,0.00,0.00,0.0,3,13.0,10.6
2024-04-06,0.00,0.00,0.00,0.0,3,14.0,12.5
2024-04-07,1.30,1.30,0.00,6.0,51,12.4,22.8
2024-04-08,0.00,0.00,0.00,0.0,0,12.5,26.1
2024-04-09,0.00,0.00,0.00,0.0,0,13.0,20.6
2024-04-10,0.00,0.00,0.00,0.0,3,13.1,20.0
2024-04-11,0.00,0.00,0.00,0.0,3,14.0,19.8
2024-04-12,0.00,0.00,0.00,0.0,0,15.2,19.9
2024-04-13,0.00,0.00,0.00,0.0,3,15.4,19.2
2024-04-14,0.00,0.00,0.00,0.0,1,16.0,11.4
2024-04-15,0.00,0.00,0.00,0.0,3,17.2,11.8
2024-04-16,0.00,0.00,0.00,0.0,3,19.9,19.6
2024-04-17,0.40,0.40,0.00,2.0,51,20.4,30.7
2024-04-18,0.60,0.60,0.00,3.0,51,16.5,28.7
2024-04-19,4.90,4.90,0.00,17.0,53,13.1,22.7
2024-04-20,31.90,31.90,0.00,22.0,63,12.5,32.3
2024-04-21,0.00,0.00,0.00,0.0,3,12.9,18.8
2024-04-22,2.30,2.30,0.00,3.0,61,15.7,25.3
2024-04-23,0.40,0.40,0.00,2.0,51,16.4,23.9
2024-04-24,0.00,0.00,0.00,0.0,3,20.5,26.3
2024-04-25,0.40,0.40,0.00,4.0,51,18.4,11.2
2024-04-26,1.40,1.40,0.00,7.0,51,15.7,16.3
2024-04-27,0.00,0.00,0.00,0.0,3,14.2,31.4
2024-04-28,22.60,22.60,0.00,7.0,65,14.5,25.0
2024-04-29,0.60,0.60,0.00,4.0,51,14.1,21.1
2024-04-30,0.70,0.70,0.00,6.0,51,14.7,24.1
2024-05-01,15.10,15.10,0.00,14.0,65,14.0,25.0
2024-05-02,0.40,0.40,0.00,3.0,51,13.7,16.0
2024-05-03,3.60,3.60,0.00,7.0,55,14.5,15.4
2024-05-04,1.80,1.80,0.00,8.0,53,13.9,16.8
2024-05-05,6.80,6.80,0.00,3.0,63,13.4,27.1
2024-05-06,0.00,0.00,0.00,0.0,0,12.3,10.5
2024-05-07,0.00,0.00,0.00,0.0,1,15.2,10.9
2024-05-08,0.00,0.00,0.00,0.0,3,17.7,21.4
2024-05-09,0.00,0.00,0.00,0.0,3,15.7,23.1
2024-05-10,19.80,19.80,0.00,12.0,63,14.9,38.4
2024-05-11,10.20,10.20,0.00,12.0,63,13.9,34.6
2024-05-12,0.10,0.10,0.00,1.0,51,13.9,19.4
2024-05-13,5.60,5.60,0.00,6.0,61,12.8,27.2
2024-05-14,0.00,0.00,0.00,0.0,3,12.2,17.3
2024-05-15,0.00,0.00,0.00,0.0,3,13.3,21.1
2024-05-16,0.20,0.20,0.00,1.0,51,14.2,20.0
2024-05-17,4.40,4.40,0.00,7.0,61,15.4,24.5
2024-05-18,0.00,0.00,0.00,0.0,3,16.6,15.6
2024-05-19,2.30,2.30,0.00,2.0,61,15.7,26.2
2024-05-20,0.00,0.00,0.00,0.0,3,16.4,20.2
2024-05-21,0.00,0.00,0.00,0.0,3,16.7,18.4
2024-05-22,0.00,0.00,0.00,0.0,1,18.2,18.4
2024-05-23,3.60,3.60,0.00,5.0,61,16.9,20.5
2024-05-24,7.70,7.70,0.00,11.0,61,17.3,17.7
2024-05-25,0.00,0.00,0.00,0.0,3,17.7,24.5
2024-05-26,0.00,0.00,0.00,0.0,3,17.2,30.1
2024-05-27,0.70,0.70,0.00,5.0,51,16.3,19.2
2024-05-28,1.90,1.90,0.00,9.0,51,16.1,10.0
2024-05-29,0.00,0.00,0.00,0.0,3,18.1,9.9
2024-05-30,0.00,0.00,0.00,0.0,1,19.8,13.8
2024-05-31,0.00,0.00,0.00,0.0,1,21.6,12.2
2024-06-01,0.00,0.00,0.00,0.0,3,23.0,12.7
2024-06-02,0.00,0.00,0.00,0.0,3,24.6,14.3
2024-06-03,0.00,0.00,0.00,0.0,3,26.0,18.1
2024-06-04,0.00,0.00,0.00,0.0,3,26.2,13.6
2024-06-05,0.00,0.00,0.00,0.0,2,25.2,19.4
2024-06-06,0.00,0.00,0.00,0.0,3,24.1,24.2
2024-06-07,0.00,0.00,0.00,0.0,3,23.8,23.5
2024-06-08,0.00,0.00,0.00,0.0,3,23.2,25.3
2024-06-09,0.00,0.00,0.00,0.0,0,23.6,22.7
2024-06-10,0.00,0.00,0.00,0.0,2,25.0,15.5
2024-06-11,0.00,0.00,0.00,0.0,3,27.8,13.0
2024-06-12,0.00,0.00,0.00,0.0,2,27.8,21.5
2024-06-13,0.00,0.00,0.00,0.0,3,28.2,18.6
2024-06-14,9.40,9.40,0.00,7.0,63,25.3,35.8
2024-06-15,0.20,0.20,0.00,2.0,51,21.8,17.0
2024-06-16,0.00,0.00,0.00,0.0,1,22.6,19.6
2024-06-17,0.00,0.00,0.00,0.0,0,23.8,20.1
2024-06-18,0.00,0.00,0.00,0.0,0,24.1,31.1
2024-06-19,0.00,0.00,0.00,0.0,0,24.2,29.6
2024-06-20,0.00,0.00,0.00,0.0,0,24.3,27.4
2024-06-21,0.00,0.00,0.00,0.0,2,24.5,30.0
2024-06-22,0.00,0.00,0.00,0.0,1,23.5,31.7
2024-06-23,0.00,0.00,0.00,0.0,0,23.5,32.8
2024-06-24,0.00,0.00,0.00,0.0,3,23.8,25.5
2024-06-25,0.00,0.00,0.00,0.0,2,24.1,29.4
2024-06-26,0.00,0.00,0.00,0.0,1,23.6,27.6
2024-06-27,0.00,0.00,0.00,0.0,0,23.3,29.5
2024-06-28,0.00,0.00,0.00,0.0,3,23.7,34.6
2024-06-29,0.00,0.00,0.00,0.0,1,24.1,32.1
2024-06-30,0.00,0.00,0.00,0.0,0,24.8,24.3
2024-07-01,0.00,0.00,0.00,0.0,3,24.4,25.5
2024-07-02,0.00,0.00,0.00,0.0,3,26.3,16.9
2024-07-03,0.00,0.00,0.00,0.0,2,25.1,26.5
2024-07-04,5.20,5.20,0.00,8.0,63,24.0,20.2
2024-07-05,2.60,2.60,0.00,3.0,61,22.7,21.3
2024-07-06,1.00,1.00,0.00,4.0,51,23.8,32.2
2024-07-07,0.00,0.00,0.00,0.0,0,25.2,27.7
2024-07-08,0.00,0.00,0.00,0.0,1,25.7,25.9
2024-07-09,0.00,0.00,0.00,0.0,0,26.9,26.6
2024-07-10,0.00,0.00,0.00,0.0,3,27.6,27.8
2024-07-11,13.30,13.30,0.00,13.0,63,24.7,25.0
2024-07-12,3.30,3.30,0.00,7.0,55,26.1,25.5
2024-07-13,0.00,0.00,0.00,0.0,2,26.6,27.3
2024-07-14,0.00,0.00,0.00,0.0,0,26.7,23.3
2024-07-15,0.00,0.00,0.00,0.0,1,26.7,26.2
2024-07-16,0.00,0.00,0.00,0.0,3,27.6,26.9
2024-07-17,0.90,0.90,0.00,1.0,53,28.8,23.5
2024-07-18,0.00,0.00,0.00,0.0,3,28.8,24.5
2024-07-19,0.00,0.00,0.00,0.0,2,28.5,28.1
2024-07-20,0.40,0.40,0.00,4.0,51,28.3,26.5
2024-07-21,0.00,0.00,0.00,0.0,0,28.0,24.5
2024-07-22,0.00,0.00,0.00,0.0,2,28.3,22.2
2024-07-23,0.90,0.90,0.00,2.0,53,27.1,25.9
2024-07-24,0.70,0.70,0.00,2.0,53,26.4,25.8
2024-07-25,0.60,0.60,0.00,3.0,51,26.6,26.9
2024-07-26,2.50,2.50,0.00,9.0,53,23.6,26.2
2024-07-27,1.70,1.70,0.00,8.0,51,23.9,22.9
2024-07-28,0.10,0.10,0.00,1.0,51,25.6,28.9
2024-07-29,0.00,0.00,0.00,0.0,0,26.8,29.2
2024-07-30,3.30,3.30,0.00,7.0,61,25.5,31.3
2024-07-31,0.00,0.00,0.00,0.0,1,24.5,27.0
2024-08-01,0.00,0.00,0.00,0.0,1,24.1,25.0
2024-08-02,0.00,0.00,0.00,0.0,0,24.6,22.2
2024-08-03,0.00,0.00,0.00,0.0,0,25.8,11.0
2024-08-04,0.00,0.00,0.00,0.0,2,26.6,19.5
2024-08-05,0.20,0.20,0.00,2.0,51,24.9,23.3
2024-08-06,0.00,0.00,0.00,0.0,1,25.6,15.0
2024-08-07,0.40,0.40,0.00,2.0,51,23.8,22.3
2024-08-08,0.10,0.10,0.00,1.0,51,24.0,21.6
2024-08-09,0.10,0.10,0.00,1.0,51,25.6,23.8
2024-08-10,0.20,0.20,0.00,2.0,51,25.8,24.1
2024-08-11,0.00,0.00,0.00,0.0,0,26.3,26.6
2024-08-12,0.00,0.00,0.00,0.0,1,26.1,27.1
2024-08-13,0.00,0.00,0.00,0.0,0,26.4,26.3
2024-08-14,0.00,0.00,0.00,0.0,0,27.2,34.4
2024-08-15,0.00,0.00,0.00,0.0,0,25.9,27.8
2024-08-16,0.00,0.00,0.00,0.0,1,24.9,30.4
2024-08-17,0.00,0.00,0.00,0.0,1,25.2,29.9
2024-08-18,0.00,0.00,0.00,0.0,3,25.0,24.3
2024-08-19,1.20,1.20,0.00,5.0,53,24.5,17.7
2024-08-20,0.00,0.00,0.00,0.0,0,24.2,19.2
2024-08-21,1.30,1.30,0.00,4.0,53,24.1,18.7
2024-08-22,0.00,0.00,0.00,0.0,1,25.4,19.6
2024-08-23,0.00,0.00,0.00,0.0,0,25.7,23.4
2024-08-24,0.00,0.00,0.00,0.0,1,25.9,24.2
2024-08-25,0.00,0.00,0.00,0.0,3,25.2,26.8
2024-08-26,0.10,0.10,0.00,1.0,51,25.9,26.6
2024-08-27,1.70,1.70,0.00,4.0,61,24.8,24.1
2024-08-28,0.00,0.00,0.00,0.0,3,24.0,17.4
2024-08-29,4.70,4.70,0.00,7.0,61,23.8,17.5
2024-08-30,3.30,3.30,0.00,9.0,53,22.9,18.7
2024-08-31,0.70,0.70,0.00,4.0,51,23.4,14.3
2024-09-01,4.60,4.60,0.00,10.0,61,23.2,17.9
2024-09-02,20.20,20.20,0.00,13.0,63,22.0,14.8
2024-09-03,1.60,1.60,0.00,10.0,51,23.6,11.0
2024-09-04,0.50,0.50,0.00,2.0,51,24.2,25.1
2024-09-05,0.00,0.00,0.00,0.0,0,23.6,16.1
2024-09-06,0.00,0.00,0.00,0.0,2,23.2,17.4
2024-09-07,1.10,1.10,0.00,5.0,51,22.6,17.8
2024-09-08,2.20,2.20,0.00,13.0,51,21.7,25.7
2024-09-09,1.70,1.70,0.00,5.0,53,22.3,18.6
2024-09-10,0.20,0.20,0.00,1.0,51,24.0,17.1
2024-09-11,0.40,0.40,0.00,2.0,51,23.6,16.4
2024-09-12,0.90,0.90,0.00,7.0,51,23.9,18.8
2024-09-13,0.00,0.00,0.00,0.0,2,24.8,13.5
2024-09-14,0.00,0.00,0.00,0.0,2,26.4,24.0
2024-09-15,4.70,4.70,0.00,7.0,63,21.9,21.8
2024-09-16,0.90,0.90,0.00,5.0,53,20.1,18.1
2024-09-17,3.10,3.10,0.00,6.0,61,20.1,20.7
2024-09-18,3.40,3.40,0.00,12.0,55,20.1,22.3
2024-09-19,0.40,0.40,0.00,3.0,51,19.9,22.5
2024-09-20,2.60,2.60,0.00,8.0,55,19.6,21.0
2024-09-21,7.00,7.00,0.00,10.0,63,19.3,22.4
2024-09-22,1.60,1.60,0.00,7.0,53,20.2,27.3
2024-09-23,1.00,1.00,0.00,5.0,51,19.1,17.3
2024-09-24,0.10,0.10,0.00,1.0,51,19.9,11.7
2024-09-25,0.00,0.00,0.00,0.0,2,20.8,18.7
2024-09-26,0.00,0.00,0.00,0.0,3,20.9,19.1
2024-09-27,0.00,0.00,0.00,0.0,3,21.2,18.7
2024-09-28,0.00,0.00,0.00,0.0,3,22.2,17.8
2024-09-29,1.80,1.80,0.00,1.0,61,22.1,15.4
2024-09-30,34.00,34.00,0.00,14.0,65,16.8,27.6
2024-10-01,0.40,0.40,0.00,4.0,51,16.0,19.1
2024-10-02,0.20,0.20,0.00,1.0,51,17.6,14.7
2024-10-03,0.00,0.00,0.00,0.0,3,18.2,9.9
2024-10-04,0.00,0.00,0.00,0.0,0,21.3,16.0
2024-10-05,0.00,0.00,0.00,0.0,3,24.1,10.1
2024-10-06,0.10,0.10,0.00,1.0,51,22.2,15.4
2024-10-07,1.30,1.30,0.00,7.0,51,19.1,20.3
2024-10-08,0.00,0.00,0.00,0.0,3,18.4,19.5
2024-10-09,0.50,0.50,0.00,1.0,53,19.0,19.2
2024-10-10,0.30,0.30,0.00,2.0,51,21.2,17.4
2024-10-11,0.00,0.00,0.00,0.0,3,22.5,20.5
2024-10-12,2.30,2.30,0.00,10.0,53,19.6,22.7
2024-10-13,0.00,0.00,0.00,0.0,3,16.6,16.7
2024-10-14,0.00,0.00,0.00,0.0,3,15.9,14.1
2024-10-15,0.00,0.00,0.00,0.0,3,16.3,20.1
2024-10-16,0.80,0.80,0.00,8.0,51,14.9,28.5
2024-10-17,1.60,1.60,0.00,11.0,53,13.3,28.6
2024-10-18,1.20,1.20,0.00,6.0,53,12.5,22.4
2024-10-19,1.00,1.00,0.00,4.0,53,12.1,16.8
2024-10-20,0.10,0.10,0.00,1.0,51,12.0,21.5
2024-10-21,0.30,0.30,0.00,1.0,51,12.8,18.4
2024-10-22,0.00,0.00,0.00,0.0,3,13.2,18.5
2024-10-23,0.00,0.00,0.00,0.0,3,13.5,18.8
2024-10-24,0.00,0.00,0.00,0.0,3,14.1,19.4
2024-10-25,0.30,0.30,0.00,3.0,51,14.4,22.6
2024-10-26,0.00,0.00,0.00,0.0,1,13.5,21.7
2024-10-27,0.00,0.00,0.00,0.0,2,14.4,19.7
2024-10-28,0.00,0.00,0.00,0.0,3,14.3,11.2
2024-10-29,0.00,0.00,0.00,0.0,3,14.2,19.0
2024-10-30,0.20,0.20,0.00,1.0,51,14.9,21.6
2024-10-31,0.00,0.00,0.00,0.0,3,14.8,22.2
2024-11-01,0.00,0.00,0.00,0.0,3,13.8,18.3
2024-11-02,0.00,0.00,0.00,0.0,3,13.7,12.7
2024-11-03,0.90,0.90,0.00,2.0,53,12.7,32.3
2024-11-04,0.00,0.00,0.00,0.0,3,11.1,9.8
2024-11-05,0.00,0.00,0.00,0.0,3,11.2,22.9
2024-11-06,0.00,0.00,0.00,0.0,3,11.3,24.9
2024-11-07,0.00,0.00,0.00,0.0,1,12.5,27.7
2024-11-08,0.00,0.00,0.00,0.0,2,13.4,24.7
2024-11-09,0.00,0.00,0.00,0.0,3,12.5,27.8
2024-11-10,0.10,0.10,0.00,1.0,51,11.4,24.3
2024-11-11,0.00,0.00,0.00,0.0,3,13.0,18.0
2024-11-12,0.20,0.20,0.00,2.0,51,13.4,20.2
2024-11-13,1.00,1.00,0.00,7.0,51,13.1,12.4
2024-11-14,0.00,0.00,0.00,0.0,3,13.0,12.6
2024-11-15,3.90,3.90,0.00,12.0,53,12.3,19.4
2024-11-16,2.10,2.10,0.00,7.0,53,10.4,23.5
2024-11-17,0.10,0.10,0.00,1.0,51,11.6,19.6
2024-11-18,1.80,1.80,0.00,5.0,61,11.0,7.2
2024-11-19,0.00,0.00,0.00,0.0,3,10.0,5.4
2024-11-20,0.00,0.00,0.00,0.0,3,13.1,26.7
2024-11-21,23.60,23.60,0.00,7.0,63,14.2,35.3
2024-11-22,0.00,0.00,0.00,0.0,3,12.0,31.6
2024-11-23,38.70,38.70,0.00,10.0,65,10.1,38.0
2024-11-24,1.60,1.00,0.42,4.0,73,5.4,24.1
2024-11-25,0.30,0.30,0.00,1.0,51,6.0,16.5
2024-11-26,0.00,0.00,0.00,0.0,3,7.8,7.6
2024-11-27,0.30,0.30,0.00,1.0,51,9.4,13.5
2024-11-28,0.00,0.00,0.00,0.0,3,9.5,5.4
2024-11-29,0.00,0.00,0.00,0.0,3,8.9,6.9
2024-11-30,0.00,0.00,0.00,0.0,3,11.1,17.6
2024-12-01,0.10,0.10,0.00,1.0,51,11.3,24.5
2024-12-02,6.80,6.80,0.00,8.0,63,10.9,18.8
2024-12-03,3.40,3.40,0.00,14.0,53,10.3,14.7
2024-12-04,7.40,7.40,0.00,21.0,55,9.3,12.7
2024-12-05,0.10,0.10,0.00,1.0,51,9.7,13.1
2024-12-06,0.00,0.00,0.00,0.0,3,9.4,12.4
2024-12-07,0.20,0.20,0.00,1.0,51,12.0,16.1
2024-12-08,2.50,2.50,0.00,6.0,55,12.1,14.3
2024-12-09,23.60,23.60,0.00,15.0,63,14.0,21.0
2024-12-10,31.00,31.00,0.00,11.0,65,13.5,21.7
2024-12-11,7.90,7.90,0.00,9.0,63,9.8,14.8
2024-12-12,0.80,0.80,0.00,2.0,53,7.7,12.7
2024-12-13,0.30,0.30,0.00,2.0,51,6.4,17.7
2024-12-14,0.00,0.00,0.00,0.0,3,5.4,9.8
2024-12-15,11.40,11.40,0.00,19.0,63,8.8,20.5
2024-12-16,1.30,1.30,0.00,5.0,53,7.3,19.0
2024-12-17,0.00,0.00,0.00,0.0,0,8.6,17.1
2024-12-18,0.00,0.00,0.00,0.0,1,9.5,10.7
2024-12-19,0.00,0.00,0.00,0.0,3,8.1,7.8
2024-12-20,0.00,0.00,0.00,0.0,3,9.8,12.1
2024-12-21,16.80,16.80,0.00,14.0,63,10.8,19.4
2024-12-22,4.40,4.40,0.00,10.0,55,6.9,18.9
2024-12-23,0.00,0.00,0.00,0.0,3,8.7,12.4
2024-12-24,7.90,7.90,0.00,15.0,61,10.7,16.4
2024-12-25,2.80,2.80,0.00,7.0,55,11.1,17.3
2024-12-26,4.80,4.80,0.00,18.0,53,10.7,24.9
2024-12-27,6.60,6.60,0.00,21.0,53,6.6,25.1
2024-12-28,1.70,1.70,0.00,12.0,51,6.7,23.3
2024-12-29,4.80,4.80,0.00,20.0,53,7.0,21.2
2024-12-30,0.00,0.00,0.00,0.0,3,6.6,17.0
2024-12-31,0.00,0.00,0.00,0.0,2,5.9,7.4
