latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,36.0,10800,Europe/Istanbul,GMT+3
time,precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),weather_code (wmo code),temperature_2m_mean (°C),wind_speed_10m_max (km/h)
2020-08-10,0.30,0.30,0.00,2.0,51,25.6,29.5
2020-08-11,0.00,0.00,0.00,0.0,0,25.4,24.1
2020-08-12,0.00,0.00,0.00,0.0,0,25.7,23.8
2020-08-13,0.00,0.00,0.00,0.0,1,25.1,25.8
2020-08-14,0.00,0.00,0.00,0.0,1,24.1,24.3
2020-08-15,0.00,0.00,0.00,0.0,0,24.0,25.4
2020-08-16,0.00,0.00,0.00,0.0,2,23.7,29.8
2020-08-17,0.00,0.00,0.00,0.0,3,23.8,28.3
2020-08-18,0.00,0.00,0.00,0.0,3,23.4,24.0
2020-08-19,0.00,0.00,0.00,0.0,1,23.8,22.1
2020-08-20,0.20,0.20,0.00,2.0,51,22.2,20.5
2020-08-21,1.40,1.40,0.00,8.0,53,22.8,23.9
2020-08-22,0.00,0.00,0.00,0.0,3,24.0,21.4
2020-08-23,0.00,0.00,0.00,0.0,3,24.1,23.2
2020-08-24,0.00,0.00,0.00,0.0,2,24.4,27.2
2020-08-25,0.00,0.00,0.00,0.0,0,24.5,20.9
2020-08-26,0.00,0.00,0.00,0.0,3,23.8,22.8
2020-08-27,0.40,0.40,0.00,3.0,51,23.4,18.3
2020-08-28,0.00,0.00,0.00,0.0,0,24.3,23.8
2020-08-29,0.00,0.00,0.00,0.0,0,25.3,26.0
2020-08-30,0.00,0.00,0.00,0.0,3,25.2,22.1
2020-08-31,0.00,0.00,0.00,0.0,2,24.2,20.1
2020-09-01,0.00,0.00,0.00,0.0,1,24.6,20.9
2020-09-02,0.00,0.00,0.00,0.0,1,24.4,21.3
2020-09-03,0.00,0.00,0.00,0.0,3,24.7,18.6
2020-09-04,0.40,0.40,0.00,3.0,51,22.9,32.0
2020-09-05,2.10,2.10,0.00,8.0,53,22.1,28.1
2020-09-06,0.00,0.00,0.00,0.0,2,22.7,19.9
2020-09-07,0.00,0.00,0.00,0.0,0,23.3,22.9
2020-09-08,0.00,0.00,0.00,0.0,2,23.7,27.7
2020-09-09,0.00,0.00,0.00,0.0,1,24.0,29.9
2020-09-10,0.00,0.00,0.00,0.0,3,23.5,27.5
2020-09-11,0.00,0.00,0.00,0.0,3,23.4,30.0
2020-09-12,0.00,0.00,0.00,0.0,3,24.4,31.1
2020-09-13,1.30,1.30,0.00,8.0,51,24.1,28.0
2020-09-14,0.00,0.00,0.00,0.0,2,24.3,29.5
2020-09-15,0.00,0.00,0.00,0.0,1,24.4,31.6
2020-09-16,0.00,0.00,0.00,0.0,2,23.9,31.4
2020-09-17,0.00,0.00,0.00,0.0,2,23.7,18.7
2020-09-18,0.00,0.00,0.00,0.0,2,22.5,24.5
2020-09-19,0.00,0.00,0.00,0.0,3,21.3,28.6
2020-09-20,1.70,1.70,0.00,6.0,53,20.2,33.4
2020-09-21,0.00,0.00,0.00,0.0,3,21.6,27.0
2020-09-22,0.00,0.00,0.00,0.0,3,21.3,22.9
2020-09-23,0.00,0.00,0.00,0.0,3,20.7,9.0
2020-09-24,0.00,0.00,0.00,0.0,3,21.6,9.1
2020-09-25,0.20,0.20,0.00,2.0,51,22.6,11.9
2020-09-26,0.00,0.00,0.00,0.0,3,24.5,19.9
2020-09-27,0.30,0.30,0.00,2.0,51,24.1,26.2
2020-09-28,0.00,0.00,0.00,0.0,3,22.6,12.2
2020-09-29,1.80,1.80,0.00,3.0,55,21.7,33.4
2020-09-30,13.60,13.60,0.00,7.0,63,18.4,14.6
2020-10-01,0.00,0.00,0.00,0.0,1,18.6,15.9
2020-10-02,0.00,0.00,0.00,0.0,3,19.2,14.8
2020-10-03,0.00,0.00,0.00,0.0,3,19.8,11.8
2020-10-04,0.00,0.00,0.00,0.0,3,20.8,10.7
2020-10-05,0.00,0.00,0.00,0.0,3,23.8,13.5
2020-10-06,0.00,0.00,0.00,0.0,3,23.3,10.5
2020-10-07,0.00,0.00,0.00,0.0,3,24.1,12.9
2020-10-08,38.20,38.20,0.00,12.0,65,21.1,25.5
2020-10-09,8.90,8.90,0.00,10.0,61,17.3,17.6
2020-10-10,0.90,0.90,0.00,6.0,51,17.3,15.3
2020-10-11,0.00,0.00,0.00,0.0,1,18.7,12.1
2020-10-12,0.00,0.00,0.00,0.0,3,18.8,9.4
2020-10-13,0.80,0.80,0.00,2.0,53,20.8,34.9
2020-10-14,0.10,0.10,0.00,1.0,51,20.4,24.7
2020-10-15,0.00,0.00,0.00,0.0,2,18.9,9.2
2020-10-16,0.00,0.00,0.00,0.0,3,19.3,17.4
2020-10-17,1.90,1.90,0.00,4.0,53,20.7,27.7
2020-10-18,9.00,9.00,0.00,15.0,63,17.7,24.6
2020-10-19,0.20,0.20,0.00,2.0,51,16.4,22.4
2020-10-20,1.10,1.10,0.00,9.0,51,16.4,30.2
2020-10-21,0.60,0.60,0.00,4.0,51,17.9,32.7
2020-10-22,0.00,0.00,0.00,0.0,3,18.2,18.1
2020-10-23,0.00,0.00,0.00,0.0,0,17.7,11.0
2020-10-24,0.00,0.00,0.00,0.0,3,17.5,10.3
2020-10-25,0.00,0.00,0.00,0.0,3,18.4,10.0
2020-10-26,0.00,0.00,0.00,0.0,3,17.3,14.2
2020-10-27,0.00,0.00,0.00,0.0,3,17.3,19.3
2020-10-28,1.60,1.60,0.00,9.0,51,18.0,12.5
2020-10-29,20.30,20.30,0.00,7.0,63,16.2,15.0
2020-10-30,14.40,14.40,0.00,6.0,63,15.1,18.0
2020-10-31,1.20,1.20,0.00,4.0,53,13.1,20.1
2020-11-01,3.00,3.00,0.00,6.0,61,12.8,23.9
2020-11-02,0.00,0.00,0.00,0.0,0,13.3,8.2
2020-11-03,2.10,2.10,0.00,7.0,53,12.6,9.7
2020-11-04,2.70,2.70,0.00,11.0,53,13.1,23.5
2020-11-05,3.70,3.70,0.00,18.0,53,14.5,28.5
2020-11-06,2.10,2.10,0.00,12.0,53,14.6,31.1
2020-11-07,1.00,1.00,0.00,7.0,51,13.1,22.3
2020-11-08,0.00,0.00,0.00,0.0,3,14.2,26.7
2020-11-09,0.00,0.00,0.00,0.0,3,15.1,22.8
2020-11-10,0.20,0.20,0.00,2.0,51,15.1,25.5
2020-11-11,0.50,0.50,0.00,5.0,51,14.1,27.5
2020-11-12,0.00,0.00,0.00,0.0,3,14.0,19.9
2020-11-13,0.40,0.40,0.00,4.0,51,13.1,23.0
2020-11-14,0.90,0.90,0.00,7.0,51,13.0,18.7
2020-11-15,0.00,0.00,0.00,0.0,2,11.4,14.1
2020-11-16,0.00,0.00,0.00,0.0,3,11.1,11.7
2020-11-17,0.00,0.00,0.00,0.0,2,11.4,16.4
2020-11-18,1.70,1.70,0.00,11.0,51,11.4,24.2
2020-11-19,0.40,0.40,0.00,4.0,51,11.6,37.3
2020-11-20,0.00,0.00,0.00,0.0,2,11.3,27.9
2020-11-21,0.30,0.30,0.00,3.0,51,10.9,26.5
2020-11-22,0.20,0.20,0.00,2.0,51,9.9,25.5
2020-11-23,0.00,0.00,0.00,0.0,2,8.6,14.0
2020-11-24,0.00,0.00,0.00,0.0,3,8.5,20.2
2020-11-25,0.40,0.40,0.00,3.0,51,11.0,26.6
2020-11-26,0.00,0.00,0.00,0.0,3,10.3,22.8
2020-11-27,0.00,0.00,0.00,0.0,0,9.4,10.6
2020-11-28,0.00,0.00,0.00,0.0,0,8.8,13.0
2020-11-29,0.00,0.00,0.00,0.0,3,9.6,11.9
2020-11-30,0.20,0.20,0.00,2.0,51,10.3,30.4
2020-12-01,3.60,3.60,0.00,16.0,53,7.3,28.0
2020-12-02,0.00,0.00,0.00,0.0,3,6.5,15.9
2020-12-03,0.10,0.10,0.00,1.0,51,9.8,13.5
2020-12-04,0.00,0.00,0.00,0.0,1,9.8,13.9
2020-12-05,0.00,0.00,0.00,0.0,3,10.5,14.9
2020-12-06,0.00,0.00,0.00,0.0,3,11.7,22.8
2020-12-07,0.40,0.40,0.00,3.0,51,10.8,25.0
2020-12-08,1.90,1.90,0.00,9.0,53,11.0,24.5
2020-12-09,0.80,0.80,0.00,4.0,51,10.3,15.9
2020-12-10,0.00,0.00,0.00,0.0,3,13.2,23.5
2020-12-11,2.00,2.00,0.00,6.0,53,12.6,28.9
2020-12-12,2.50,2.50,0.00,11.0,53,11.9,22.7
2020-12-13,5.10,5.10,0.00,12.0,61,12.7,18.8
2020-12-14,3.60,3.60,0.00,9.0,61,12.4,29.5
2020-12-15,15.90,15.90,0.00,24.0,63,10.2,32.1
2020-12-16,0.10,0.10,0.00,1.0,51,9.5,17.7
2020-12-17,0.00,0.00,0.00,0.0,3,9.4,18.2
2020-12-18,0.00,0.00,0.00,0.0,3,9.0,18.2
2020-12-19,0.00,0.00,0.00,0.0,2,8.1,13.2
2020-12-20,0.00,0.00,0.00,0.0,3,8.2,18.3
2020-12-21,0.20,0.20,0.00,2.0,51,8.1,19.4
2020-12-22,0.20,0.20,0.00,2.0,51,6.9,14.1
2020-12-23,0.10,0.10,0.00,1.0,51,6.3,11.5
2020-12-24,0.00,0.00,0.00,0.0,3,10.3,21.8
2020-12-25,0.00,0.00,0.00,0.0,3,12.5,31.2
2020-12-26,0.00,0.00,0.00,0.0,3,14.8,29.0
2020-12-27,0.00,0.00,0.00,0.0,3,12.9,20.6
2020-12-28,0.10,0.10,0.00,1.0,51,12.5,20.0
2020-12-29,0.00,0.00,0.00,0.0,3,13.6,29.5
2020-12-30,0.00,0.00,0.00,0.0,2,12.2,20.3
2020-12-31,0.40,0.40,0.00,2.0,51,12.4,16.6
2021-01-01,4.20,4.20,0.00,9.0,55,11.7,25.5
2021-01-02,0.00,0.00,0.00,0.0,1,10.0,12.2
2021-01-03,0.20,0.20,0.00,1.0,51,10.5,14.8
2021-01-04,0.00,0.00,0.00,0.0,3,11.7,17.7
2021-01-05,1.60,1.60,0.00,2.0,61,11.5,26.1
2021-01-06,0.00,0.00,0.00,0.0,3,10.2,11.8
2021-01-07,0.00,0.00,0.00,0.0,3,12.0,25.3
2021-01-08,0.00,0.00,0.00,0.0,3,14.0,32.3
2021-01-09,10.50,10.50,0.00,13.0,61,11.9,27.0
2021-01-10,28.00,28.00,0.00,23.0,63,9.0,22.8
2021-01-11,1.80,1.80,0.00,7.0,53,12.8,17.8
2021-01-12,14.50,14.50,0.00,15.0,63,12.9,28.9
2021-01-13,19.90,19.90,0.00,23.0,63,7.0,23.1
2021-01-14,1.50,1.50,0.00,7.0,51,4.3,20.4
2021-01-15,9.30,4.60,3.29,9.0,75,3.0,20.8
2021-01-16,8.70,5.60,2.17,9.0,73,2.2,27.0
2021-01-17,8.10,2.90,3.71,20.0,73,0.3,32.7
2021-01-18,0.60,0.00,0.42,6.0,71,-1.1,13.4
2021-01-19,0.10,0.00,0.07,1.0,71,-1.3,9.0
2021-01-20,0.00,0.00,0.00,0.0,3,2.5,26.1
2021-01-21,0.00,0.00,0.00,0.0,3,7.7,23.6
2021-01-22,0.00,0.00,0.00,0.0,3,10.7,27.2
2021-01-23,0.00,0.00,0.00,0.0,3,11.8,27.3
2021-01-24,2.00,2.00,0.00,4.0,55,10.9,34.5
2021-01-25,5.70,5.70,0.00,10.0,61,11.8,38.2
2021-01-26,2.40,2.40,0.00,4.0,53,12.3,32.4
2021-01-27,16.90,16.70,0.14,20.0,71,5.7,34.6
2021-01-28,2.50,0.80,1.19,8.0,73,2.0,17.4
2021-01-29,0.00,0.00,0.00,0.0,3,5.4,34.7
2021-01-30,11.00,11.00,0.00,14.0,61,7.8,26.0
2021-01-31,0.00,0.00,0.00,0.0,3,9.5,19.0
2021-02-01,0.10,0.10,0.00,1.0,51,12.5,23.2
2021-02-02,4.30,4.30,0.00,12.0,61,11.7,17.1
2021-02-03,0.40,0.40,0.00,3.0,51,10.9,12.3
2021-02-04,0.00,0.00,0.00,0.0,3,9.7,19.9
2021-02-05,0.00,0.00,0.00,0.0,3,9.9,10.6
2021-02-06,0.00,0.00,0.00,0.0,2,9.6,16.4
2021-02-07,0.00,0.00,0.00,0.0,3,11.4,25.5
2021-02-08,0.40,0.40,0.00,2.0,51,15.2,37.7
2021-02-09,3.60,3.60,0.00,8.0,61,14.6,43.8
2021-02-10,4.10,4.10,0.00,6.0,61,13.1,33.2
2021-02-11,0.00,0.00,0.00,0.0,3,14.2,29.3
2021-02-12,14.20,13.70,0.35,10.0,71,5.0,36.1
2021-02-13,0.70,0.00,0.49,3.0,73,0.9,24.6
2021-02-14,19.40,1.20,12.74,24.0,75,1.0,32.4
2021-02-15,4.80,0.50,3.01,18.0,73,1.3,31.9
2021-02-16,1.90,0.00,1.33,15.0,71,0.3,38.1
2021-02-17,1.00,0.00,0.70,7.0,73,0.3,27.0
2021-02-18,3.60,3.60,0.00,12.0,53,2.7,24.6
2021-02-19,0.90,0.90,0.00,6.0,51,2.7,17.3
2021-02-20,0.00,0.00,0.00,0.0,3,2.2,13.4
2021-02-21,0.00,0.00,0.00,0.0,3,4.2,19.3
2021-02-22,0.00,0.00,0.00,0.0,3,4.8,11.6
2021-02-23,0.00,0.00,0.00,0.0,0,6.4,9.3
2021-02-24,0.00,0.00,0.00,0.0,3,6.2,20.3
2021-02-25,0.00,0.00,0.00,0.0,3,7.3,19.1
2021-02-26,0.00,0.00,0.00,0.0,0,7.3,17.1
2021-02-27,0.00,0.00,0.00,0.0,0,7.1,10.4
2021-02-28,0.20,0.20,0.00,2.0,51,6.9,26.6
2021-03-01,1.90,1.90,0.00,7.0,53,6.5,19.8
2021-03-02,2.20,2.20,0.00,14.0,51,5.6,26.5
2021-03-03,0.00,0.00,0.00,0.0,3,5.6,22.2
2021-03-04,0.00,0.00,0.00,0.0,1,4.8,10.8
2021-03-05,0.00,0.00,0.00,0.0,2,8.9,20.5
2021-03-06,13.40,13.40,0.00,10.0,63,9.0,30.7
2021-03-07,3.50,3.50,0.00,11.0,53,5.1,24.9
2021-03-08,0.00,0.00,0.00,0.0,1,3.8,14.3
2021-03-09,0.00,0.00,0.00,0.0,2,6.5,19.7
2021-03-10,3.30,3.30,0.00,7.0,55,8.6,22.7
2021-03-11,9.60,9.60,0.00,14.0,63,6.2,36.7
2021-03-12,0.00,0.00,0.00,0.0,3,5.1,20.9
2021-03-13,0.00,0.00,0.00,0.0,3,6.7,11.2
2021-03-14,0.00,0.00,0.00,0.0,2,9.1,10.4
2021-03-15,0.10,0.10,0.00,1.0,51,12.2,14.9
2021-03-16,14.30,14.30,0.00,18.0,63,9.6,39.5
2021-03-17,3.10,3.10,0.00,18.0,51,7.2,25.8
2021-03-18,1.60,1.60,0.00,6.0,53,6.6,17.4
2021-03-19,3.90,3.90,0.00,11.0,55,7.1,11.8
2021-03-20,2.00,2.00,0.00,8.0,53,7.3,22.7
2021-03-21,13.40,13.40,0.00,24.0,61,6.4,28.4
2021-03-22,12.40,12.40,0.00,21.0,63,8.2,25.1
2021-03-23,5.30,5.30,0.00,15.0,61,5.9,35.8
2021-03-24,1.90,1.80,0.07,11.0,71,3.7,28.1
2021-03-25,0.70,0.70,0.00,5.0,51,3.4,19.5
2021-03-26,0.20,0.20,0.00,2.0,51,5.2,19.4
2021-03-27,0.00,0.00,0.00,0.0,2,7.3,16.4
2021-03-28,0.00,0.00,0.00,0.0,3,8.2,14.6
2021-03-29,0.30,0.30,0.00,2.0,51,8.1,19.4
2021-03-30,2.40,2.40,0.00,11.0,51,6.6,28.5
2021-03-31,0.00,0.00,0.00,0.0,3,7.3,36.4
2021-04-01,0.20,0.20,0.00,2.0,51,6.7,25.9
2021-04-02,0.00,0.00,0.00,0.0,3,8.0,19.5
2021-04-03,1.70,1.70,0.00,5.0,53,12.8,24.2
2021-04-04,2.20,2.20,0.00,6.0,53,11.8,27.5
2021-04-05,16.80,16.80,0.00,15.0,63,7.5,26.1
2021-04-06,2.80,2.80,0.00,7.0,53,12.3,16.7
2021-04-07,1.30,1.30,0.00,6.0,53,14.0,30.8
2021-04-08,15.20,15.20,0.00,18.0,61,6.2,29.8
2021-04-09,2.20,2.20,0.00,11.0,53,6.2,26.7
2021-04-10,0.80,0.80,0.00,4.0,51,6.0,23.8
2021-04-11,0.00,0.00,0.00,0.0,3,6.7,18.7
2021-04-12,0.00,0.00,0.00,0.0,3,8.6,15.9
2021-04-13,1.50,1.50,0.00,3.0,53,11.2,12.1
2021-04-14,2.40,2.40,0.00,5.0,55,13.5,23.6
2021-04-15,0.80,0.80,0.00,5.0,51,10.4,23.3
2021-04-16,0.50,0.50,0.00,2.0,51,9.9,20.9
2021-04-17,4.60,4.60,0.00,12.0,53,10.2,31.3
2021-04-18,0.40,0.40,0.00,3.0,51,11.8,16.5
2021-04-19,6.70,6.70,0.00,14.0,55,11.7,19.7
2021-04-20,1.50,1.50,0.00,5.0,53,12.0,25.0
2021-04-21,0.00,0.00,0.00,0.0,1,12.3,11.5
2021-04-22,0.00,0.00,0.00,0.0,3,12.0,11.5
2021-04-23,0.10,0.10,0.00,1.0,51,14.1,13.9
2021-04-24,1.50,1.50,0.00,7.0,51,12.8,25.2
2021-04-25,4.00,4.00,0.00,12.0,53,10.9,30.7
2021-04-26,0.00,0.00,0.00,0.0,3,11.3,19.0
2021-04-27,0.20,0.20,0.00,2.0,51,12.1,10.4
2021-04-28,0.00,0.00,0.00,0.0,3,14.4,16.7
2021-04-29,0.70,0.70,0.00,2.0,53,13.6,19.7
2021-04-30,0.00,0.00,0.00,0.0,3,15.3,11.8
2021-05-01,0.00,0.00,0.00,0.0,3,18.9,12.7
2021-05-02,0.00,0.00,0.00,0.0,3,20.8,20.9
2021-05-03,0.00,0.00,0.00,0.0,3,20.3,18.7
2021-05-04,0.00,0.00,0.00,0.0,3,17.0,24.2
2021-05-05,0.10,0.10,0.00,1.0,51,17.1,19.1
2021-05-06,0.00,0.00,0.00,0.0,3,16.2,18.1
2021-05-07,0.00,0.00,0.00,0.0,3,19.7,13.6
2021-05-08,6.00,6.00,0.00,8.0,61,17.4,25.4
2021-05-09,0.00,0.00,0.00,0.0,3,14.0,26.0
2021-05-10,0.00,0.00,0.00,0.0,0,12.9,29.3
2021-05-11,0.00,0.00,0.00,0.0,0,13.5,27.8
2021-05-12,0.00,0.00,0.00,0.0,3,14.8,17.4
2021-05-13,0.00,0.00,0.00,0.0,3,17.0,16.6
2021-05-14,0.00,0.00,0.00,0.0,1,19.1,20.6
2021-05-15,0.00,0.00,0.00,0.0,3,19.7,12.3
2021-05-16,4.50,4.50,0.00,10.0,61,17.9,14.6
2021-05-17,0.10,0.10,0.00,1.0,51,17.6,20.7
2021-05-18,3.30,3.30,0.00,5.0,61,18.5,25.6
2021-05-19,0.00,0.00,0.00,0.0,1,19.6,13.4
2021-05-20,0.00,0.00,0.00,0.0,3,20.0,27.7
2021-05-21,29.10,29.10,0.00,14.0,63,15.2,34.2
2021-05-22,2.90,2.90,0.00,14.0,53,16.3,20.2
2021-05-23,0.00,0.00,0.00,0.0,3,17.8,11.4
2021-05-24,0.00,0.00,0.00,0.0,3,19.2,20.0
2021-05-25,0.00,0.00,0.00,0.0,3,18.3,26.3
2021-05-26,0.00,0.00,0.00,0.0,3,17.4,31.6
2021-05-27,0.20,0.20,0.00,2.0,51,17.9,27.2
2021-05-28,0.30,0.30,0.00,1.0,51,18.1,17.1
2021-05-29,3.60,3.60,0.00,15.0,53,17.6,11.1
2021-05-30,0.50,0.50,0.00,3.0,51,19.3,21.7
2021-05-31,0.80,0.80,0.00,7.0,51,18.0,17.5
2021-06-01,16.00,16.00,0.00,18.0,63,15.7,28.9
2021-06-02,7.60,7.60,0.00,13.0,61,14.1,17.8
2021-06-03,0.70,0.70,0.00,3.0,51,15.8,19.9
2021-06-04,0.30,0.30,0.00,3.0,51,17.1,11.6
2021-06-05,0.40,0.40,0.00,4.0,51,17.4,8.8
2021-06-06,0.00,0.00,0.00,0.0,1,18.1,13.2
2021-06-07,0.00,0.00,0.00,0.0,3,20.1,14.5
2021-06-08,0.00,0.00,0.00,0.0,3,20.1,15.7
2021-06-09,0.00,0.00,0.00,0.0,2,20.1,18.0
2021-06-10,0.00,0.00,0.00,0.0,3,20.8,20.4
2021-06-11,0.10,0.10,0.00,1.0,51,21.6,20.5
2021-06-12,0.00,0.00,0.00,0.0,3,21.6,18.4
2021-06-13,3.40,3.40,0.00,5.0,55,20.8,15.7
2021-06-14,4.50,4.50,0.00,16.0,61,17.6,22.3
2021-06-15,6.80,6.80,0.00,17.0,61,16.5,13.2
2021-06-16,13.60,13.60,0.00,15.0,61,17.8,22.4
2021-06-17,2.20,2.20,0.00,13.0,51,19.0,14.0
2021-06-18,7.40,7.40,0.00,10.0,63,19.7,17.8
2021-06-19,30.00,30.00,0.00,15.0,65,19.8,24.8
2021-06-20,1.00,1.00,0.00,6.0,51,20.1,17.1
2021-06-21,0.20,0.20,0.00,2.0,51,20.6,17.9
2021-06-22,0.00,0.00,0.00,0.0,3,21.4,12.4
2021-06-23,1.00,1.00,0.00,5.0,53,22.8,11.0
2021-06-24,0.10,0.10,0.00,1.0,51,22.7,10.9
2021-06-25,0.00,0.00,0.00,0.0,3,24.2,13.7
2021-06-26,0.00,0.00,0.00,0.0,3,24.8,11.2
2021-06-27,0.60,0.60,0.00,2.0,53,24.5,17.1
2021-06-28,0.00,0.00,0.00,0.0,3,24.6,21.9
2021-06-29,0.00,0.00,0.00,0.0,2,24.7,20.6
2021-06-30,0.00,0.00,0.00,0.0,0,25.1,18.7
2021-07-01,0.00,0.00,0.00,0.0,3,26.1,13.2
2021-07-02,0.00,0.00,0.00,0.0,2,24.8,27.7
2021-07-03,14.20,14.20,0.00,15.0,63,22.7,21.1
2021-07-04,8.80,8.80,0.00,14.0,63,21.7,10.6
2021-07-05,0.20,0.20,0.00,1.0,51,23.6,16.3
2021-07-06,39.30,39.30,0.00,18.0,63,21.5,27.6
2021-07-07,6.00,6.00,0.00,20.0,61,23.1,20.5
2021-07-08,2.80,2.80,0.00,15.0,53,23.0,24.1
2021-07-09,0.90,0.90,0.00,5.0,53,23.8,26.3
2021-07-10,0.00,0.00,0.00,0.0,0,23.7,25.6
2021-07-11,0.00,0.00,0.00,0.0,2,24.4,22.3
2021-07-12,0.00,0.00,0.00,0.0,2,24.4,20.0
2021-07-13,0.00,0.00,0.00,0.0,0,24.9,21.9
2021-07-14,0.00,0.00,0.00,0.0,3,24.8,22.4
2021-07-15,0.00,0.00,0.00,0.0,2,25.6,24.5
2021-07-16,0.00,0.00,0.00,0.0,1,25.5,25.3
2021-07-17,0.00,0.00,0.00,0.0,3,26.5,18.3
2021-07-18,0.00,0.00,0.00,0.0,0,26.8,27.3
2021-07-19,0.10,0.10,0.00,1.0,51,26.4,14.1
2021-07-20,0.20,0.20,0.00,2.0,51,26.8,19.2
2021-07-21,0.70,0.70,0.00,3.0,51,25.7,20.5
2021-07-22,0.30,0.30,0.00,2.0,51,23.5,27.7
2021-07-23,0.20,0.20,0.00,2.0,51,23.5,25.2
2021-07-24,0.20,0.20,0.00,2.0,51,23.1,28.1
2021-07-25,0.00,0.00,0.00,0.0,3,24.1,26.2
2021-07-26,0.00,0.00,0.00,0.0,1,24.6,23.7
2021-07-27,0.00,0.00,0.00,0.0,0,24.8,23.3
2021-07-28,0.00,0.00,0.00,0.0,0,26.3,24.5
2021-07-29,0.00,0.00,0.00,0.0,0,26.6,23.3
2021-07-30,0.00,0.00,0.00,0.0,0,27.2,18.7
2021-07-31,0.00,0.00,0.00,0.0,1,28.2,20.5
2021-08-01,0.00,0.00,0.00,0.0,0,27.3,19.6
2021-08-02,0.00,0.00,0.00,0.0,0,28.0,11.3
2021-08-03,0.00,0.00,0.00,0.0,0,28.1,25.6
2021-08-04,0.00,0.00,0.00,0.0,3,27.6,21.9
2021-08-05,0.00,0.00,0.00,0.0,0,28.6,18.6
2021-08-06,0.00,0.00,0.00,0.0,3,29.0,28.1
2021-08-07,7.80,7.80,0.00,12.0,63,24.1,31.4
2021-08-08,0.00,0.00,0.00,0.0,2,24.5,22.9
2021-08-09,0.00,0.00,0.00,0.0,0,23.7,16.2
2021-08-10,0.00,0.00,0.00,0.0,1,24.6,14.2
2021-08-11,2.30,2.30,0.00,4.0,55,25.2,17.9
2021-08-12,0.00,0.00,0.00,0.0,1,25.3,26.3
2021-08-13,0.50,0.50,0.00,2.0,51,24.6,26.4
2021-08-14,0.00,0.00,0.00,0.0,3,24.2,26.5
2021-08-15,0.00,0.00,0.00,0.0,2,23.7,24.2
2021-08-16,0.00,0.00,0.00,0.0,1,23.6,23.0
2021-08-17,0.00,0.00,0.00,0.0,0,24.8,23.2
2021-08-18,0.00,0.00,0.00,0.0,3,25.2,23.7
2021-08-19,1.00,1.00,0.00,6.0,51,23.7,28.0
2021-08-20,0.00,0.00,0.00,0.0,1,23.1,23.4
2021-08-21,0.00,0.00,0.00,0.0,3,22.9,27.3
2021-08-22,0.00,0.00,0.00,0.0,2,24.2,28.4
2021-08-23,0.00,0.00,0.00,0.0,1,24.6,29.5
2021-08-24,0.00,0.00,0.00,0.0,2,24.6,27.7
2021-08-25,0.00,0.00,0.00,0.0,3,24.9,21.6
2021-08-26,0.00,0.00,0.00,0.0,3,24.7,11.7
2021-08-27,0.00,0.00,0.00,0.0,1,26.9,14.3
2021-08-28,0.00,0.00,0.00,0.0,2,26.4,26.9
2021-08-29,0.00,0.00,0.00,0.0,1,25.9,17.0
2021-08-30,0.60,0.60,0.00,5.0,51,24.2,23.9
2021-08-31,0.00,0.00,0.00,0.0,1,24.6,22.4
2021-09-01,0.00,0.00,0.00,0.0,1,24.1,22.6
2021-09-02,1.00,1.00,0.00,4.0,53,22.1,19.6
2021-09-03,0.20,0.20,0.00,1.0,51,20.6,25.7
2021-09-04,0.00,0.00,0.00,0.0,3,20.2,22.6
2021-09-05,0.00,0.00,0.00,0.0,3,21.7,30.2
2021-09-06,1.00,1.00,0.00,8.0,51,21.4,39.2
2021-09-07,0.00,0.00,0.00,0.0,1,21.1,38.8
2021-09-08,0.00,0.00,0.00,0.0,3,21.2,35.6
2021-09-09,0.00,0.00,0.00,0.0,3,21.7,29.4
2021-09-10,8.80,8.80,0.00,12.0,61,19.4,18.8
2021-09-11,0.40,0.40,0.00,4.0,51,19.8,9.6
2021-09-12,0.00,0.00,0.00,0.0,3,19.1,19.8
2021-09-13,0.00,0.00,0.00,0.0,3,20.3,22.8
2021-09-14,0.00,0.00,0.00,0.0,3,20.9,23.1
2021-09-15,0.20,0.20,0.00,1.0,51,21.3,18.2
2021-09-16,0.30,0.30,0.00,2.0,51,21.6,17.9
2021-09-17,0.00,0.00,0.00,0.0,3,21.1,13.0
2021-09-18,1.20,1.20,0.00,2.0,55,23.4,16.6
2021-09-19,4.70,4.70,0.00,1.0,63,22.0,11.7
2021-09-20,0.00,0.00,0.00,0.0,2,23.6,13.5
2021-09-21,0.10,0.10,0.00,1.0,51,19.8,25.9
2021-09-22,0.70,0.70,0.00,3.0,51,17.4,16.1
2021-09-23,10.40,10.40,0.00,19.0,61,14.0,26.2
2021-09-24,0.00,0.00,0.00,0.0,3,15.6,15.1
2021-09-25,0.50,0.50,0.00,2.0,51,19.1,16.9
2021-09-26,0.00,0.00,0.00,0.0,0,18.5,19.1
2021-09-27,0.00,0.00,0.00,0.0,0,18.6,21.9
2021-09-28,0.00,0.00,0.00,0.0,2,18.3,24.0
2021-09-29,0.40,0.40,0.00,2.0,51,17.5,27.6
2021-09-30,0.00,0.00,0.00,0.0,2,16.8,28.8
2021-10-01,1.30,1.30,0.00,12.0,51,15.8,28.2
2021-10-02,1.40,1.40,0.00,9.0,51,15.4,26.3
